duration,en_text,ru_text
11.42943722943723," How much is that robot? At this point, most of it is biology because what we're doing is we're discovering natural behaviors of the cells and also of the cell collectives.","Сколько стоит этот робот? На данный момент это большая часть биологии, потому что мы открываем естественное поведение клеток, а также клеточных коллективов."
7.118181818181818," Now, one of the really important parts of this was that we're working together with Josh Bongaert's group at University of Vermont.","Теперь, одной из действительно важных частей этого было то, что мы работаем вместе с группой Джоша Бонгарта в Университете Вермонта."
13.27269841269841," They're computer scientists, they do AI, and they've basically been able to use a simulated evolution approach to ask, how can we manipulate these cells, give them signals, not rewire their DNA, so not hardware, but experience signals?","Они компьютерщики, они занимаются ИИ, и они, по сути, смогли использовать подход с имитацией эволюции, чтобы спросить, как мы можем манипулировать этими клетками, давать им сигналы, а не переписывать их ДНК, то есть не аппаратно, а получать сигналы?"
2.675301587301587, So can we remove some cells? Can we add some cells?,"Итак, мы можем удалить некоторые клетки? Можем ли мы добавить несколько ячеек?"
10.94127536231884," Can we poke them in different ways to get them to do other things? So in the future, there's going to be, we're now, and this is future unpublished work, but we're doing all sorts of interesting ways to reprogram them to new behaviors.","Можем ли мы подтолкнуть их по-разному, чтобы заставить их делать другие вещи? Так что в будущем они будут, мы есть сейчас, и это будущая неопубликованная работа, но мы делаем всевозможные интересные способы перепрограммировать их на новое поведение."
5.0373913043478264," But before you can start to reprogram these things, you have to understand what their innate capacities are.","Но прежде чем вы сможете начать перепрограммировать эти вещи, вы должны понять, каковы их врожденные способности."
5.986956521739131," Okay, so that means engineering, programming, you're engineering them in the future.","Итак, это означает проектирование, программирование, вы разрабатываете их в будущем."
8.625254004576659," And in some sense, the definition of a robot is something you in part engineer versus evolve.","И в некотором смысле определение робота — это то, что вы частично проектируете, а не развиваете."
8.212844418739156," I mean, it's such a fuzzy definition anyway, in some sense, many of the organisms within our body are kinds of robots.","Я имею в виду, что в любом случае это такое расплывчатое определение, в каком-то смысле многие организмы в нашем теле являются своего рода роботами."
5.491745054945055," And I think robots is a weird line because it's, we tend to see robots as the other.","И я думаю, что роботы — это странная линия, потому что мы склонны рассматривать роботов как нечто другое."
10.150138775510204," I think there will be a time in the future when there's going to be something akin to the civil rights movements for robots, but we'll talk about that later perhaps.","Я думаю, что в будущем наступит время, когда возникнет что-то вроде движения за гражданские права роботов, но мы, возможно, поговорим об этом позже."
3.7988945578231292," Anyway, so how do you, can we just linger on it?","В любом случае, как ты можешь, мы можем просто задержаться на этом?"
11.334166666666667, How do you build a Xenobot? What are we talking about here? From when does it start and how does it become the glorious Xenobot?,Как построить ксенобота? О чем мы здесь говорим? Когда он начинается и как становится славным Ксеноботом?
17.333333333333332," you know, what the thing is, we are now moving from old school engineering, which use passive you know, what the thing is, we are now moving from old school engineering, which use passive you know, what the thing is, we are now moving from old school engineering, which use passive materials, right?","вы знаете, в чем дело, мы теперь переходим от инженерии старой школы, в которой используется пассив, вы знаете, в чем дело, мы теперь переходим от инженерии старой школы, в которой используется пассив, вы знаете, в чем дело, мы теперь переходим от старой инженерной школы, в которой используются пассивные материалы, верно?"
6.577500000000001," That things, you know, wood, metal, things like this, that basically the only thing you could depend on is that they were going to keep their shape.","Эти вещи, вы знаете, дерево, металл, подобные вещи, в основном единственное, от чего вы можете зависеть, это то, что они сохранят свою форму."
1.3691666666666666, That's it. They don't do anything else.,Вот и все. Они не делают ничего другого.
6.066236559139785, It's on you as an engineer to make them do everything they're going to do. And then there were active materials and now computation materials.,"Вы как инженер должны заставить их делать все, что они собираются делать. Потом были активные материалы, а теперь и расчетные."
2.478763440860215, This is a whole new era. These are agential materials.,Это совершенно новая эра. Это агентские материалы.
4.959950495049505, This is you're now collaborating with your substrate because your material has an agenda.,"Теперь вы сотрудничаете со своим субстратом, потому что у вашего материала есть повестка дня."
6.524140414041404," These cells have, you know, billions of years of evolution. They have goals. They have preferences.","У этих клеток, знаете ли, миллиарды лет эволюции. У них есть цели. У них есть предпочтения."
4.594275427542755, They're not just going to sit where you put them. That's hilarious that you have to talk your material into keeping its shape.,"Они не просто будут сидеть там, где вы их положили. Забавно, что вам приходится уговаривать свой материал сохранять свою форму."
2.7269366936693666, That's it. That is exactly right. That is exactly right.,Вот и все. Это точно. Это точно.
5.68089696969697, Stay there. It's like getting a bunch of cats or something and trying to organize the shape out of them.,Оставайся там. Это как взять кучу кошек или что-то в этом роде и попытаться организовать из них форму.
5.7459428571428575," It's funny. We're on the same page here because in a paper, this is, this is currently just been accepted in nature by engineering.","Это забавно. Мы здесь на одной волне, потому что в статье это только что было принято инженерами в природе."
3.638367346938776," One of the figures I have is building a tower out of Legos versus dogs, right?","Одна из фигурок, которые у меня есть, — это строительство башни из лего против собак, верно?"
5.8269140383426095," So think about the difference, right? If you build out of Legos, you have full control over where it's going to go.","Так что подумайте о разнице, не так ли? Если вы строите из Lego, у вас есть полный контроль над тем, куда он пойдет."
4.581923583662714," But if somebody knocks it over, it's game over. With the dogs, you cannot just come and stack them.","Но если кто-то его опрокинет, игра окончена. С собаками вы не можете просто прийти и сложить их."
5.394911433172302," They're not going to stay that way. But the good news is that if you train them, then somebody knocks it over, they'll get right back up.","Они не собираются оставаться такими. Но хорошая новость заключается в том, что если вы их тренируете, а потом кто-нибудь их опрокинет, они тут же встанут."
4.694074074074074," So it's all right. So as an engineer, what you really want to know is what can they depend on this thing to do, right?","Так что все в порядке. Итак, как инженер, вы действительно хотите знать, что они могут зависеть от этой штуки, верно?"
6.526666666666667," That's really, you know, a lot of people have definitions of robots as far as what they're made of or how they got here, you know, design versus evolve, whatever.","На самом деле, вы знаете, у многих людей есть определения роботов в отношении того, из чего они сделаны или как они сюда попали, понимаете, дизайн или эволюция, что угодно."
1.495578947368421, I don't think any of that is useful.,"Я не думаю, что что-то из этого полезно."
7.204421052631579," I think, I think as an engineer, what you want to know is how much can I depend on this thing to do when I'm not around to micromanage it?","Я думаю, я думаю как инженер, что вы хотите знать, так это насколько я могу зависеть от этой штуки, когда меня нет рядом, чтобы контролировать ее на микроуровне?"
3.125882352941176," What level of, what level of dependency can I, can I give this thing?","Какой уровень, какой уровень зависимости я могу дать этой вещи?"
3.0271176470588235, How much agency does it have? Which then tells you what techniques do you use?,"Насколько у него есть агентство? Что тогда говорит вам, какие методы вы используете?"
2.7927142857142857," So do you use micromanagement, like you put everything where it goes?","Так ты используешь микроуправление, вроде как ставишь все на свои места?"
3.5235164835164836," Do you train it? Do you give it signals? Do you try to convince it to do things, right?","Вы тренируете это? Вы подаете ему сигналы? Вы пытаетесь убедить его что-то делать, верно?"
7.150769230769231," How much, you know, how intelligent is your substrate? And so now we're moving into this, into this area where you're, you're, you're working with agential materials.","Насколько, знаете ли, насколько разумен ваш субстрат? Итак, теперь мы движемся к этому, к этой области, где вы, вы, вы работаете с агентурными материалами."
4.199999999999999," That's a collaboration. That's not, that's not old, old style. What's the word you're using?","Это сотрудничество. Это не, это не старый, старый стиль. Какое слово вы используете?"
1.0, Agential? Agential.,Агентский? Агентский.
0.16, Yeah.,Ага.
0.64, What's that mean?,Что это значит?
0.38127659574468087, Agency.,Агентство.
18.73872340425532," It comes from the word agency. So, so basically the material has agency, meaning that memories, ability to remember things, to compute into the future, meaning anticipate, memories, ability to remember things, to compute into the future, meaning anticipate, you know, when you're working with cells, they have all of that to some, to various degrees.","Оно происходит от слова агентство. Таким образом, в основном у материала есть агентность, то есть память, способность запоминать вещи, вычислять в будущем, то есть предвидеть, воспоминания, способность запоминать вещи, вычислять в будущем, то есть предвидеть, знаете ли, когда вы работая с клетками, они обладают всем этим в той или иной степени."
